id_operacion,hora,cirujano
738,03:00:00,DIALLO Abdoulaye
739,06:30:00,MONREAL Nacho
740,12:00:00,NDIAYE Alfred
741,10:00:00,BOYATA Dedryck
742,10:00:00,HARIT Amine
743,12:00:00,WILLIAM
744,10:00:00,MERTENS Dries
745,12:00:00,CAHILL Gary
746,09:10:00,BOUTAIB Khalid
747,12:20:00,PEDRO GEROMEL
748,12:00:00,CORZO Aldo
749,12:00:00,ALLI Dele
750,01:00:00,BOUHADDOUZ Aziz
751,12:00:00,MANSOUR ALHARBI
752,12:00:00,MARWAN MOHSEN
753,12:00:00,ALEXANDER-ARNOLD Trent
754,12:00:00,AKINFEEV Igor
755,12:00:00,AQUINO Javier
756,12:00:00,VESTERGAARD Jannik
757,12:00:00,SOMMER Yann
758,12:00:00,CALETA-CAR Duje
759,01:00:37,AMRABAT Sofyan
760,12:00:00,MOHAMMADI Milad
761,12:00:00,JURIC Tomi
762,12:00:00,MANE Sadio
763,12:00:00,BRAITHWAITE Martin
764,12:00:00,TRAUCO Miguel
765,12:00:00,JOAO MARIO
766,10:00:00,SAKAI Gotoku
767,07:00:00,ARAUJO Miguel
768,07:00:00,AZOFEIFA Randall
769,07:00:00,NDIAYE Pape Alioune
770,12:00:00,SILVA Martin
771,12:00:00,CAHILL Gary
772,12:00:00,CORNELIUS Andreas
773,12:00:00,CARRASCO Yannick
774,12:00:00,ROJO Marcos
775,12:00:00,STRYGER LARSEN Jens
776,12:00:00,SKULASON Ari
777,07:00:00,INUI Takashi
778,01:00:00,BIGLIA Lucas
779,03:00:00,BRANDT Julian
780,12:00:00,MENDY Benjamin
781,12:00:00,KHALIL Ahmed
782,10:00:00,CARVALLO Jose
783,12:00:00,AYALA Hugo
784,12:00:00,SAUL
785,09:19:21,DOS SANTOS Jonathan
786,11:30:30,ENDO Wataru
787,12:00:00,JUNG Wooyoung
788,03:15:00,CUMMINGS Harold
789,03:15:00,SHOJI Gen
790,03:30:00,LANZINI Manuel
791,07:00:00,MACHADO Adolfo
792,07:00:00,LIVAKOVIC Dominik
793,07:00:00,DE ARRASCAETA Giorgian
794,12:00:00,KIM Younggwon
795,10:30:00,VIDA Domagoj
796,09:10:00,HIGUAIN Gonzalo
797,12:00:00,MERCADO Gabriel
798,12:00:00,PIVARIC Josip
799,03:50:00,EMBOLO Breel
800,09:30:00,AGUILAR Abel
801,07:00:00,PESZKO Slawomir
802,12:00:00,SARR Ismaila
803,11:00:52,RUKAVINA Antonio
804,08:05:26,SAEVARSSON Birkir
805,10:00:00,IWOBI Alex
806,06:20:00,MANUEL FERNANDES
807,12:00:00,RODRIGUEZ Alberto
808,01:00:00,HOSSEINI Majid
809,04:00:00,GO Yohan
810,08:30:00,VARANE Raphael
811,12:00:00,VARELA Guillermo
812,12:00:00,BOATENG Jerome
813,10:00:00,GROSICKI Kamil
814,07:30:00,ECHIEJILE Elderson
815,12:00:00,OGU John
816,12:00:00,TOLISSO Corentin
817,12:00:00,KURZAWA Rafal
818,11:50:00,DOUGLAS COSTA
819,09:00:00,BENTANCUR Rodrigo
820,08:00:00,GAVRANOVIC Mario
821,12:00:00,LINGARD Jesse
822,08:00:00,LUNEV Andrei
823,10:00:00,DE GEA David
824,04:45:00,EDERSON
825,12:00:00,VRSALJKO Sime
826,12:00:00,SCHONE Lasse
827,12:00:00,PLATTENHARDT Marvin
828,12:00:00,GLIK Kamil
829,12:00:00,BORJA Miguel
830,12:00:00,HONG Chul
831,09:00:00,PAVON Cristian
832,11:00:00,BRANDT Julian
833,08:30:00,CLAESSON Viktor
834,01:00:00,MILIVOJEVIC Luka
835,12:00:00,CORNELIUS Andreas
836,07:30:00,CIONEK Thiago
837,10:00:00,HADDADI Oussama
838,06:00:00,MAKINO Tomoaki
839,11:00:00,STUANI Cristhian
840,02:00:00,PAULINHO
841,05:30:00,PJACA Marko
842,01:00:00,THIAGO SILVA
843,08:00:00,ROJO Marcos
844,07:50:00,ABDULLAH ALMUAIOUF
845,09:00:00,MUELLER Thomas
846,12:00:00,GONCALO GUEDES
847,06:30:00,SAISS Romain
848,10:00:00,EYJOLFSSON Holmar
849,12:00:00,TADIC Dusan
850,12:00:00,GALLESE Pedro
851,12:00:00,COURTOIS Thibaut
852,12:00:00,BELHANDA Younes
853,12:00:00,GOMIS Alfred
854,12:00:00,FERNANDES Gelson
855,12:00:00,CORONA Jesus
856,12:00:00,MVOGO Yvon
857,07:00:35,GUARDADO Andres
858,04:00:00,FAHAD ALMUWALLAD
859,10:00:00,ARMANI Franco
860,12:00:00,MERCADO Gabriel
861,12:00:00,LANZINI Manuel
862,03:00:00,KROOS Toni
863,12:00:00,HENDERSON Jordan
864,12:00:00,KOUYATE Cheikhou
865,12:00:00,BEN YOUSSEF Fakhreddine
866,12:00:00,BROZOVIC Marcelo
867,12:00:00,ZIYACH Hakim
868,08:00:00,EKONG William
869,12:00:00,TAREK HAMED
870,12:00:00,ZIYACH Hakim
871,09:00:00,FORSBERG Emil
872,12:00:00,SAUL
873,12:00:00,RODRIGUEZ Alex
874,12:00:00,URIBE Mateus
875,08:00:00,DRAXLER Julian
876,03:00:00,MASCHERANO Javier
877,12:00:00,CALETA-CAR Duje
878,12:00:00,SAUL
879,12:00:00,NAGUEZ Hamdi
880,01:00:00,LLORIS Hugo
881,12:00:00,RASHFORD Marcus
882,12:00:00,BEHRAMI Valon
883,12:00:00,PHILIPPE COUTINHO
884,01:00:00,SMITH Ian
885,08:30:00,DANILO
886,12:00:00,HENDERSON Jordan
887,09:00:00,CIONEK Thiago
888,12:00:00,DALSGAARD Henrik
889,12:00:00,FELLAINI Marouane
890,12:00:00,ABDULLAH OTAYF
891,12:00:00,MATARRITA Ronald
892,12:00:00,BROZOVIC Marcelo
893,12:00:00,LUKAKU Romelu
894,12:00:00,TAPIA Renato
895,12:00:00,LLORIS Hugo
896,12:00:00,JANG Hyunsoo
897,12:00:00,AQUINO Pedro
898,12:00:00,MURILLO Oscar
899,12:00:00,ESSAM EL HADARY
900,12:00:00,DIAZ Ismael
901,12:00:00,CORONA Jose
902,12:00:00,MENDY Benjamin
903,12:00:00,ALDERWEIRELD Toby
904,12:00:00,BEN AMOR Mohamed
905,12:00:00,FABRA Frank
906,12:00:00,EL AHMADI Karim
907,12:00:00,KHANZADEH Mohammad Reza
908,12:00:00,AYMAN ASHRAF
909,08:45:00,RODIC Milan
910,08:45:00,WITSEL Axel
911,07:30:00,GASSAMA Lamine
912,12:00:00,GLIK Kamil
913,09:00:00,DOLBERG Kasper
914,08:00:00,TORRES Roman
915,09:11:00,SCHAER Fabian
916,12:20:00,TALAVERA Alfredo
917,12:00:00,GLIK Kamil
918,06:00:00,SIGURDARSON Bjorn
919,11:30:00,JOVIC Luka
920,12:00:00,DYBALA Paulo
921,10:00:00,ABDULLAH ALMUAIOUF
922,12:00:00,KRAMARIC Andrej
923,08:30:00,FERNANDES Gelson
924,12:00:00,RAMADAN SOBHY
925,12:00:00,OMERUO Kenneth
926,09:50:00,DOS SANTOS Jonathan
927,08:30:00,DA COSTA Manuel
928,04:30:00,PEPE
929,11:30:00,PAVARD Benjamin
930,02:00:00,CAHILL Gary
931,10:00:00,MAHMOUD HAMDY
932,12:00:00,PEREIRA Maximiliano
933,12:00:00,KHALIL Ahmed
934,04:00:00,FISCHER Viktor
935,12:00:00,IZQUIERDO Jose
936,07:36:00,OGU John
937,08:30:00,OKAZAKI Shinji
938,05:30:00,JO Hyeonwoo
939,07:30:00,JONES Phil
940,12:00:00,GUEYE Idrissa Gana
941,08:15:00,JOVIC Luka
942,12:00:00,PIQUE Gerard
943,12:00:00,IZQUIERDO Jose
944,02:00:00,BROZOVIC Marcelo
945,12:00:00,CALVO Francisco
946,12:00:00,LINETTY Karol
947,12:00:00,CORZO Aldo
948,12:00:00,GUDMUNDSSON Albert
949,04:30:00,TEODORCZYK Lukasz
950,07:00:00,MANSOUR ALHARBI
951,08:00:00,WELBECK Danny
952,01:00:00,JUNG Wooyoung
953,04:00:00,SAKHO Diafra
954,06:37:00,COSTA Diego
955,07:30:00,EBRAHIMI Omid
956,09:40:00,ADVINCULA Luis
957,05:00:00,OMAR OTHMAN
958,06:30:00,RAKITIC Ivan
959,09:30:00,PAVARD Benjamin
960,08:30:00,LIVAKOVIC Dominik
961,03:00:00,SUBASIC Danijel
962,11:20:00,LEE Yong
963,09:00:00,ALVAREZ Edson
964,01:00:00,ABDULMALEK ALKHAIBRI
965,09:00:00,LOYOLA Nilson
966,11:00:00,MIKEL John Obi
967,03:30:00,TAPIA Renato
968,04:00:00,CORONA Jose
969,04:00:00,AMRABAT Sofyan
970,12:00:00,MANUEL FERNANDES
971,12:00:00,NZONZI Steven
972,12:00:00,BJARNASON Birkir
973,12:00:00,KRAFTH Emil
974,10:00:00,GUZMAN David
975,08:00:00,OEZIL Mesut
976,07:00:00,BRADARIC Filip
977,10:00:00,DRAXLER Julian
978,12:00:00,WILLIAM
979,12:00:00,JIMENEZ Raul
980,12:00:00,MOTAZ HAWSAWI
981,05:00:00,INIESTA Andres
982,04:00:00,AHMED FATHI
983,12:30:00,CARRILLO Andre
984,12:00:00,CACERES Martin
985,05:00:00,SAMEDOV Alexander
986,12:00:00,TAPIA Renato
987,12:00:00,SOW Moussa
988,12:00:00,MATARRITA Ronald
989,12:00:00,PEMBERTON Patrick
990,12:00:00,GAZINSKY Iury
991,12:00:00,MOHAMMADI Milad
992,12:00:00,BORJA Miguel
993,12:00:00,HOSSEINI Majid
994,11:35:00,VAZQUEZ Lucas
995,12:00:00,SIGURDSSON Ragnar
996,12:00:00,KIM Younggwon
997,06:00:00,AGUERO Sergio
998,12:00:00,GUDMUNDSSON Albert
999,12:00:00,LO CELSO Giovani
1000,02:00:00,NWANKWO Simeon
1001,02:00:00,CASTEELS Koen
1002,12:00:00,LEE Yong
1003,12:00:00,BALOY Felipe
1004,12:00:00,MAALOUL Ali
1005,09:00:00,AMRABAT Sofyan
1006,04:00:00,SLITI Naim
1007,06:30:00,VERMAELEN Thomas
1008,07:44:00,CHRISTENSEN Andreas
1009,12:00:00,ZIVKOVIC Andrija
1010,12:00:00,MIRANCHUK Alexey
1011,02:00:00,DZEMAILI Blerim
1012,12:00:00,KANE Harry
1013,12:00:00,BOYATA Dedryck
1014,12:00:00,HIGASHIGUCHI Masaaki
1015,12:00:00,MIKEL John Obi
1016,12:00:00,KIMPEMBE Presnel
1017,12:00:00,LECKIE Mathew
1018,12:00:01,ROJO Marcos
1019,12:00:00,OVALLE Luis
1020,02:00:00,ANDRE SILVA
1021,01:00:00,SHIKABALA
1022,12:00:00,ROHDEN Marcus
1023,12:00:00,CHADLI Nacer
1024,10:00:00,NAGATOMO Yuto
1025,12:00:00,OSHIMA Ryota
1026,12:00:00,FINNBOGASON Alfred
1027,12:00:00,BJARNASON Birkir
1028,09:20:00,LUNEV Andrei
1029,11:30:00,DIALLO Abdoulaye
1030,12:00:00,RAMOS Christian
1031,10:00:00,CHESHMI Roozbeh
1032,08:00:00,MESSI Lionel
1033,10:00:00,YUN Youngsun
1034,12:00:00,YOSHIDA Maya
1035,12:00:00,BORGES Celso
1036,12:00:00,BODVARSSON Jon
1037,08:00:00,CALVO Francisco
1038,02:00:00,TORREIRA Lucas
1039,10:00:00,HERNANDEZ Lucas
1040,12:00:00,TORABI Mehdi
1041,11:00:00,GABULOV Vladimir
1042,04:30:00,KHAZRI Wahbi
1043,09:00:00,CHADLI Nacer
1044,01:00:00,BEHICH Aziz
1045,12:30:00,GUERRERO Paolo
1046,01:01:00,NWANKWO Simeon
1047,12:00:00,MESSI Lionel
1048,12:00:00,RENATO AUGUSTO
1049,09:00:00,WASTON Kendall
1050,03:00:00,RAMOS Sergio
1051,08:00:00,KAGAWA Shinji
1052,08:00:00,BADRI Anice
1053,12:00:00,SRARFI Bassem
1054,12:00:00,LEE Yong
1055,09:00:00,RYAN Mathew
1056,07:00:00,FARFAN Jefferson
1057,10:00:00,GUEYE Idrissa Gana
1058,09:00:00,RUIDIAZ Raul
1059,10:30:00,IVANOVIC Branislav
1060,12:00:00,CUADRADO Juan
1061,09:30:00,RAMI Adil
1062,10:00:00,SANTAMARIA Anderson
1063,03:00:00,CORLUKA Vedran
1064,01:00:00,AHMED HEGAZY
1065,12:00:00,TRIPPIER Kieran
1066,12:00:00,SIGURDSSON Ragnar
1067,01:00:01,AKINFEEV Igor
1068,08:00:00,RICARDO
1069,10:00:00,LO CELSO Giovani
1070,12:00:00,TAISON
1071,12:00:00,MBAPPE Kylian
1072,09:30:00,SPAJIC Uros
1073,07:00:00,FRIDJONSSON Samuel
1074,07:00:00,LINETTY Karol
1075,12:00:00,CUADRADO Jose
1076,12:00:00,FAHAD ALMUWALLAD
1077,12:00:00,SON Heungmin
1078,12:00:00,GUEYE Idrissa Gana
1079,12:00:00,ALVAREZ Edson
1080,12:00:00,NAGATOMO Yuto
1081,05:30:00,BOUSSOUFA Mbark
1082,12:00:00,JORGENSEN Mathias
1083,07:00:00,YUN Youngsun
1084,12:00:00,KIMMICH Joshua
1085,08:20:00,KAGAWA Shinji
1086,12:00:00,GODIN Diego
1087,10:00:00,KANTE Ngolo
1088,12:00:00,HERNANDEZ Javier
1089,12:00:00,CIONEK Thiago
1090,12:00:00,ZUBER Steven
1091,12:00:00,MOHAMED SALAH
1092,12:00:00,CAVANI Edinson
1093,12:00:00,TAPIA Renato
1094,12:00:00,SON Heungmin
1095,12:00:00,REYES Diego
1096,12:00:00,ARNASON Kari
1097,05:00:00,MERTENS Dries
1098,12:00:00,SISTO Pione
1099,01:00:00,HAJI SAFI Ehsan
1100,12:00:00,GELSON MARTINS
1101,06:00:00,KRAMARIC Andrej
1102,12:00:00,DE ARRASCAETA Giorgian
1103,12:00:00,HARAGUCHI Genki
1104,01:30:00,RUKAVINA Antonio
1105,04:00:00,GUNNARSSON Aron
1106,12:00:00,OTAMENDI Nicolas
1107,12:00:00,KANE Harry
1108,12:00:00,SALCEDO Carlos
1109,12:00:00,CACERES Martin
1110,12:00:00,RODRIGUEZ James
1111,12:00:00,AKPEYI Daniel
1112,07:00:00,KOVACIC Mateo
1113,10:00:00,JURIC Tomi
1114,12:00:00,ASENSIO Marco
1115,10:00:00,EZATOLAHI Saeid
1116,09:00:00,LUSTIG Mikael
1117,06:00:00,NAKAMURA Kosuke
1118,03:41:41,SHERIF EKRAMY
1119,12:45:00,BEN AMOR Mohamed
1120,12:00:00,IHEANACHO Kelechi
1121,12:00:00,SILVA Gaston
1122,10:00:00,FINNBOGASON Alfred
1123,12:00:00,LINETTY Karol
1124,12:00:00,KROHN-DEHLI Michael
1125,02:30:00,NACHO
1126,03:30:00,MOHAMED ELNENY
1127,12:00:00,PRIJOVIC Aleksandar
1128,08:00:00,SON Heungmin
1129,12:00:00,KHALIL Ahmed
1130,12:00:00,MANDZUKIC Mario
1131,12:00:00,JOVIC Luka
1132,02:00:00,GLIK Kamil
1133,08:15:00,ASENSIO Marco
1134,07:00:00,FAGNER
1135,06:00:00,SALMAN ALFARAJ
1136,11:00:00,REZAEIAN Ramin
1137,03:00:00,KHALIFA Saber
1138,12:00:00,FERNANDES Gelson
1139,12:00:00,KUDRIASHOV Fedor
1140,09:00:00,BALOGUN Leon
1141,12:00:00,EKONG William
1142,03:00:00,KIM Younggwon
1143,11:00:00,DEMBELE Moussa
1144,01:00:00,CAHILL Tim
1145,12:00:00,MERTENS Dries
1146,01:00:00,TADIC Dusan
1147,11:00:00,LEE Jaesung
1148,02:00:00,CORZO Aldo
1149,10:00:00,SILVA Gaston
1150,09:00:00,SHAQIRI Xherdan
1151,12:00:00,JAHANBAKHSH Alireza
1152,12:00:00,NEUER Manuel
1153,06:00:00,SLITI Naim
1154,02:30:00,BLASZCZYKOWSKI Jakub
1155,12:00:00,STERLING Raheem
1156,12:00:00,MAGNUSSON Hordur
1157,12:00:00,GUZMAN David
1158,04:24:11,MITROVIC Aleksandar
1159,01:00:00,RUDY Sebastian
1160,12:00:00,GISLASON Rurik
1161,02:00:00,CISS Saliou
1162,01:00:00,EL KAJOUI Monir
1163,01:00:00,YOSHIDA Maya
1164,12:00:00,SIDIBE Djibril
1165,12:00:00,DOS SANTOS Jonathan
1166,10:00:00,COURTOIS Thibaut
1167,12:00:00,USAMI Takashi
1168,02:00:00,FAJR Faycal
1169,04:00:00,DALSGAARD Henrik
1170,12:00:00,GABULOV Vladimir
1171,12:00:00,YASSER ALMOSAILEM
1172,03:00:00,KROHN-DEHLI Michael
1173,12:00:00,COURTOIS Thibaut
1174,12:00:00,UZOHO Francis
1175,12:00:00,OTAMENDI Nicolas
1176,12:00:00,SALCEDO Carlos
1177,12:00:00,CIONEK Thiago
1178,03:00:00,DI MARIA Angel
1179,03:00:00,YASSER ALMOSAILEM
1180,12:00:00,SIDIBE Djibril
1181,12:00:00,FABIANSKI Lukasz
1182,06:30:00,RODRIGUEZ Alberto
1183,10:00:00,AREOLA Alphonse
1184,12:00:00,BOUNOU Yassine
1185,03:00:07,PEMBERTON Patrick
1186,12:00:00,JEDRZEJCZYK Artur
1187,10:30:00,SANCHEZ Carlos
1188,08:00:00,BJARNASON Birkir
1189,12:00:00,SANE Salif
1190,05:00:40,PERALTA Oribe
1191,03:10:43,REYES Diego
1192,08:00:41,YOTUN Yoshimar
1193,06:00:20,BOLANOS Christian
1194,05:24:00,MERIAH Yassine
1195,05:24:00,POURALIGANJI Morteza
1196,05:00:00,RODRIGUEZ Ricardo
1197,12:30:00,THIAGO
1198,07:00:00,VENEGAS Johan
1199,12:00:00,PJACA Marko
1200,07:49:51,KOLAROV Aleksandar
1201,10:00:00,EROKHIN Aleksandr
1202,02:00:00,EL KAABI Ayoub
1203,10:30:00,FARFAN Jefferson
1204,12:00:00,ARIAS Santiago
1205,02:20:00,VUKOVIC Danny
1206,05:30:00,CUEVA Christian
1207,08:00:00,AUGUSTINSSON Ludwig
1208,04:00:00,GABRIEL JESUS
1209,11:30:00,CAHILL Tim
1210,09:55:00,ANSALDI Cristian
1211,09:21:00,HAZARD Thorgan
1212,12:00:00,TRAPP Kevin
1213,07:00:00,KOO Jacheol
1214,09:45:00,TRAPP Kevin
1215,12:00:00,MILINKOVIC-SAVIC Sergej
1216,02:00:00,SKULASON Ari
1217,07:30:00,TAISON
