id_operacion,hora,cirujano,QUIROFANO_id_quirofano
3556507,11:00:00,MINA Yerry,4
3559344,12:00:00,KRUSE Robbie,2
3566901,10:00:00,KALINIC Nikola,17
3570334,12:00:00,CIONEK Thiago,17
3579823,12:00:00,EKDAL Albin,4
3581190,12:00:00,MUELLER Thomas,5
3581469,04:00:00,SALMAN ALFARAJ,5
3582680,12:00:00,KIM Seunggyu,15
3586764,12:00:00,LO CELSO Giovani,22
3591387,12:00:00,HERNANDEZ Lucas,11
3598480,05:00:00,AHMED ELMOHAMADY,10
3600659,12:00:00,SAKAI Hiroki,21
3605790,12:00:00,NZONZI Steven,20
3609057,12:00:00,SANCHEZ Davinson,5
3610535,12:00:00,HASEBE Makoto,3
3613507,10:00:00,NWANKWO Simeon,18
3614791,03:00:00,FILIPE LUIS,10
3617337,12:00:00,CARCELA Mehdi,16
3620808,12:00:00,DEMBELE Moussa,8
3620957,12:00:00,KOUYATE Cheikhou,5
3621345,12:00:00,MESSI Lionel,16
3623765,12:00:00,JIMENEZ Raul,11
3625961,12:00:00,DAVIS Eric,3
3654020,12:00:00,MOREIRA Leonel,18
3655739,12:00:00,LICHTSTEINER Stephan,3
3656515,12:00:00,MILINKOVIC-SAVIC Sergej,10
3656638,12:00:00,RUNARSSON Runar,10
3658461,12:00:00,KOKE,22
3663663,12:00:00,THELIN Isaac Kiese,6
3665469,12:00:00,SAINSBURY Trent,9
3668034,12:00:00,ARNASON Kari,11
3674026,12:00:00,RODRIGUEZ Alex,18
3680581,10:00:00,NAVAS Keylor,18
3682806,12:00:00,LECKIE Mathew,7
3687653,12:00:00,OGU John,11
3690166,12:00:00,STERLING Raheem,6
3694712,04:00:00,ONAZI Ogenyi,6
3695465,02:00:00,ASENSIO Marco,6
3699084,12:00:00,TRAPP Kevin,13
3702896,12:00:00,MIGNOLET Simon,19
3711931,03:30:00,KOKE,16
3719232,12:00:00,SISTO Pione,21
3723763,12:00:00,HERNANDEZ Javier,15
3727071,06:00:00,SHIBASAKI Gaku,15
3729396,12:00:00,BOUSSOUFA Mbark,23
3734187,12:00:00,OVALLE Luis,19
3737883,11:00:00,MANDZUKIC Mario,17
3738548,12:00:00,THELIN Isaac Kiese,14
3739295,12:00:00,UZOHO Francis,24
3739310,12:00:00,KHALIFA Saber,18
3741688,12:00:00,VARGAS Camilo,22
3746250,12:00:00,HOSSEINI Majid,23
3754289,09:00:00,MURIEL Luis,7
3758919,12:00:00,ARAUJO Miguel,21
3761431,09:00:00,ADRIEN SILVA,11
3764109,06:00:00,WALKER Kyle,2
3765581,10:00:00,GELSON MARTINS,20
3768709,07:00:00,TEJEDA Yeltsin,10
3769115,02:00:00,LUNEV Andrei,4
3771276,10:00:00,ADVINCULA Luis,18
3772674,12:00:00,KANE Harry,9
3776151,05:55:00,JIMENEZ Raul,19
3780900,12:00:00,EZENWA Ikechukwu,23
3783701,09:00:00,GINTER Matthias,0
3787181,06:47:47,TOIVONEN Ola,9
3790120,12:00:00,CORZO Aldo,24
3794524,01:00:00,KHALIL Ahmed,7
3798207,11:00:00,SIDIBE Djibril,16
3806511,12:00:00,KRYCHOWIAK Grzegorz,13
3806562,07:00:00,MENDYL Hamza,12
3810798,12:00:00,WASTON Kendall,7
3813597,04:00:00,AQUINO Pedro,6
3820704,03:00:00,BETO,22
3822011,02:00:00,BRANDT Julian,12
3824433,07:00:00,KOO Jacheol,19
3831185,10:00:00,WAGUE Moussa,6
3839173,09:00:00,EL KAABI Ayoub,19
3840831,12:00:00,HARAGUCHI Genki,20
3846280,12:00:00,AGUERO Sergio,3
3847160,05:00:00,DRAXLER Julian,22
3848748,12:00:00,BUSQUETS Sergio,6
3854773,12:00:00,TRAPP Kevin,17
3855409,12:00:00,EYJOLFSSON Holmar,4
3858482,04:30:00,MANDANDA Steve,12
3872487,12:00:00,HASSEN Mouez,24
3875614,05:00:00,SAISS Romain,9
3879184,03:30:00,CIONEK Thiago,2
3884474,07:30:00,OMAR OTHMAN,15
3889390,12:00:00,PJACA Marko,12
3891777,07:00:00,DIOUF Mame,17
3892104,07:15:00,KIM Younggwon,12
3892110,11:00:00,THELIN Isaac Kiese,24
3898103,12:00:00,HIGASHIGUCHI Masaaki,7
3899313,03:30:00,TAREK HAMED,14
3900056,04:00:00,HENDERSON Jordan,4
3900094,02:00:00,REBIC Ante,20
3910506,01:00:00,GUNNARSSON Aron,13
3912011,07:00:00,MOHAMMED ALOWAIS,20
3913627,12:00:00,MacLAREN Jamie,15
3920773,12:00:00,MAKINO Tomoaki,17
3924118,02:00:00,HAJI SAFI Ehsan,17
3930276,12:00:00,GELSON MARTINS,20
3931101,03:15:00,MOOY Aaron,17
3934561,08:00:00,CEDRIC,17
3934824,10:00:00,ROBERTO FIRMINO,6
3939892,10:00:00,ARZANI Daniel,4
3945504,09:00:00,DE BRUYNE Kevin,7
3945919,12:50:00,ACUNA Marcos,2
3948947,08:30:00,SCHRAM Frederik,19
3954306,08:00:00,EL AHMADI Karim,20
3959257,02:00:00,RONNOW Frederik,5
3964381,09:00:00,POULSEN Yussuf Yurary,14
3966447,09:00:00,RAJKOVIC Predrag,3
3967090,12:00:00,PAVON Cristian,18
3973808,01:30:00,KOLAROV Aleksandar,24
3976684,04:30:00,ANSALDI Cristian,13
3981801,12:00:00,ROHDEN Marcus,9
3982629,12:00:00,LAXALT Diego,5
3990426,12:00:00,CORLUKA Vedran,2
3991298,12:00:00,IDOWU Bryan,20
3994373,12:00:00,GUENDOGAN Ilkay,5
3998117,12:00:00,SAISS Romain,6
4008276,12:00:00,SARR Ismaila,10
4018791,06:00:00,LEE Seungwoo,10
4022157,12:00:00,SEFEROVIC Haris,10
4033795,12:00:00,MOJICA Johan,4
4041167,12:00:00,NDIDI Onyinye,7
4041403,12:00:00,NZONZI Steven,4
4044237,03:00:00,CUADRADO Jose,20
4044372,06:30:00,FABIAN Marco,0
4051081,12:00:00,SARR Ismaila,7
4052230,10:00:00,BEN ALOUANE Yohan,16
4054717,10:00:00,SLITI Naim,2
4061016,12:00:00,TAISON,4
4066236,10:00:00,OSPINA David,2
4067026,12:00:00,MEREDITH James,20
4067834,09:10:00,FILIPE LUIS,24
4068612,12:20:00,DE GEA David,17
4071273,12:00:00,KRAFTH Emil,22
4075532,12:00:00,RODRIGUEZ James,0
4077218,01:00:00,LEE Seungwoo,3
4079020,12:00:00,TEJEDA Yeltsin,7
4079650,12:00:00,RODRIGUEZ Cristian,8
4079669,12:00:00,MILLIGAN Mark,1
4084849,12:00:00,MARIO FERNANDES,18
4084897,12:00:00,CORONA Jose,11
4086071,12:00:00,LANZINI Manuel,12
4086652,12:00:00,TAGNAOUTI Ahmed,17
4093435,12:00:00,SANE Salif,2
4095519,01:00:37,BOLANOS Christian,6
4096877,12:00:00,SAISS Romain,20
4098891,12:00:00,WITSEL Axel,16
4099093,12:00:00,MAGUIRE Harry,22
4102972,12:00:00,KOMPANY Vincent,6
4105064,12:00:00,MATUIDI Blaise,21
4106291,12:00:00,NDIAYE Alfred,18
4106381,10:00:00,RICARDO QUARESMA,0
4116190,07:00:00,MONREAL Nacho,3
4122171,07:00:00,MILIVOJEVIC Luka,2
4125316,07:00:00,DANILO,10
4136813,12:00:00,OSAMA HAWSAWI,17
4139509,12:00:00,MERTENS Dries,16
4140952,12:00:00,PIMENTEL Valentin,13
4148344,12:00:00,JOAO MOUTINHO,7
4156190,12:00:00,PIVARIC Josip,21
4156361,12:00:00,DRAXLER Julian,17
4156520,12:00:00,EN NESYRI Youssef,7
4168784,07:00:00,AHMED ELMOHAMADY,12
4174167,01:00:00,LOSSL Jonas,1
4178272,03:00:00,TADIC Dusan,24
4179155,12:00:00,AGUILAR Abel,18
4188841,12:00:00,AHMED ELMOHAMADY,21
4191514,10:00:00,KROOS Toni,4
4191962,12:00:00,CACEDA Carlos,15
4193020,12:00:00,RODRIGUEZ Jose Luis,11
4195758,09:19:21,IZQUIERDO Jose,9
4197564,11:30:30,MIRANCHUK Anton,22
4198950,12:00:00,PEDRO GEROMEL,24
4202362,03:15:00,KALINIC Nikola,7
4202524,03:15:00,BELHANDA Younes,21
4202618,03:30:00,UZOHO Francis,2
4203227,07:00:00,FABRA Frank,6
4206244,07:00:00,TORRES Roman,13
4213845,07:00:00,RODRIGUEZ Alex,16
4214966,12:00:00,HILJEMARK Oscar,6
4215602,10:30:00,MBAPPE Kylian,2
4218610,09:10:00,PENEDO Jaime,23
4219166,12:00:00,GLIK Kamil,0
4225156,12:00:00,CEDRIC,16
4225509,03:50:00,GASSAMA Lamine,16
4227268,09:30:00,TORRES Gabriel,3
4230643,07:00:00,ESCOBAR Fidel,16
4236231,12:00:00,YOSHIDA Maya,18
4236991,11:00:52,BOUNOU Yassine,16
4238777,08:05:26,KIM Minwoo,17
4241306,10:00:00,HONG Chul,17
4249389,06:20:00,PAULINHO,11
4249928,12:00:00,WILLIAM,16
4253223,01:00:00,DYBALA Paulo,11
4268185,04:00:00,MEREDITH James,9
4271089,08:30:00,JANG Hyunsoo,15
4271960,12:00:00,KOKE,7
4275020,12:00:00,HALLFREDSSON Emil,12
4277735,10:00:00,RYAN Mathew,6
4283185,07:30:00,MILINKOVIC-SAVIC Sergej,17
4285082,12:00:00,FABIANSKI Lukasz,1
4286771,12:00:00,CORONA Jesus,10
4293449,12:00:00,AMIRI Vahid,20
4293590,11:50:00,MARIO RUI,20
4299430,09:00:00,MEREDITH James,1
4304909,08:00:00,SHAQIRI Xherdan,7
4305289,12:00:00,GUERRERO Paolo,9
4310371,08:00:00,ZAPATA Cristian,5
4311355,10:00:00,ACOSTA Johnny,3
4312984,04:45:00,COURTOIS Thibaut,3
4321175,12:00:00,CALVO Francisco,4
4324348,12:00:00,UEDA Naomichi,1
4329249,12:00:00,ALI GABR,23
4332140,12:00:00,MVOGO Yvon,19
4333297,12:00:00,ERIKSEN Christian,1
4333384,12:00:00,LO CELSO Giovani,5
4336086,09:00:00,TAPIA Renato,15
4339498,11:00:00,MEZA Maximiliano,20
4340504,08:30:00,CIONEK Thiago,7
4343421,01:00:00,GELSON MARTINS,18
4343923,12:00:00,REBIC Ante,23
4359588,07:30:00,OMAR GABER,3
4359846,10:00:00,REUS Marco,18
4369955,06:00:00,DIALLO Abdoulaye,19
4370289,11:00:00,GUERRERO Paolo,18
4377402,02:00:00,KI Sungyueng,16
4379861,05:30:00,JOVIC Luka,4
4382482,01:00:00,SANCHEZ Carlos,8
4384698,08:00:00,DIAZ Ismael,17
4386212,07:50:00,GORALSKI Jacek,19
4387603,09:00:00,BEDNAREK Jan,0
4404851,12:00:00,JIMENEZ Raul,23
4405425,06:30:00,AUGUSTINSSON Ludwig,7
4405445,10:00:00,KHALIL Ahmed,2
4408698,12:00:00,WALKER Kyle,11
4413271,12:00:00,FLORES Edison,11
4417633,12:00:00,BIGLIA Lucas,5
4431689,12:00:00,GODOY Anibal,16
4440606,12:00:00,ECHIEJILE Elderson,11
4440800,12:00:00,LARSSON Sebastian,3
4443601,12:00:00,KANE Harry,12
4444288,12:00:00,NABBOUT Andrew,10
4449499,07:00:35,BETO,12
4450393,04:00:00,THELIN Isaac Kiese,19
4459313,10:00:00,MIRANCHUK Anton,20
4459943,12:00:00,KURZAWA Rafal,8
4463727,12:00:00,SANCHEZ Carlos,0
4466514,03:00:00,MERIAH Yassine,4
4471639,12:00:00,XHAKA Granit,7
4474123,12:00:00,MATHLOUTHI Aymen,6
4474225,12:00:00,STRINIC Ivan,13
4478136,12:00:00,JUNG Wooyoung,6
4479358,12:00:00,MARIO FERNANDES,24
4482574,08:00:00,TEJADA Luis,19
4483739,12:00:00,CUADRADO Jose,9
4489350,12:00:00,KHAOUI Saifeddine,6
4495167,09:00:00,EKDAL Albin,20
4497663,12:00:00,BEIRANVAND Ali,22
4500003,12:00:00,BRANDT Julian,18
4501086,12:00:00,MAHMOUD HAMDY,24
4508676,08:00:00,KOULIBALY Kalidou,23
4514378,03:00:00,PRIJOVIC Aleksandar,12
4515001,12:00:00,SHIKABALA,3
4517867,12:00:00,GROSICKI Kamil,4
4523097,12:00:00,PEMBERTON Patrick,14
4526938,01:00:00,MERCADO Gabriel,18
4532788,12:00:00,MANSOUR ALHARBI,5
4537713,12:00:00,TALAVERA Alfredo,17
4549083,12:00:00,MUTO Yoshinori,18
4549816,01:00:00,TAGNAOUTI Ahmed,0
4553450,08:30:00,OLSSON Martin,1
4553575,12:00:00,LUNEV Andrei,8
4556130,09:00:00,SASSI Ferjani,5
4557491,12:00:00,GODIN Diego,5
4559796,12:00:00,SCHMEICHEL Kasper,14
4560459,12:00:00,STONES John,4
4560491,12:00:00,ODRIOZOLA Alvaro,21
4561541,12:00:00,STONES John,19
4564467,12:00:00,NDIAYE Alfred,2
4569324,12:00:00,FAZIO Federico,19
4571713,12:00:00,HIGASHIGUCHI Masaaki,9
4573648,12:00:00,GHOOCHANNEJHAD Reza,10
4574347,12:00:00,BOLANOS Christian,20
4574999,12:00:00,YAHIA ALSHEHRI,9
4577217,12:00:00,GUIDETTI John,19
4578721,12:00:00,ABDULLAH ALKHAIBARI,4
4583648,12:00:00,GONZALEZ Giancarlo,24
4590004,12:00:00,NDIAYE Khadim,7
4591230,12:00:00,MUSLERA Fernando,2
4598706,12:00:00,REYES Diego,3
4598831,12:00:00,MOHAMMED ALSAHLAWI,22
4600553,12:00:00,YASSER ALMOSAILEM,11
4602149,12:00:00,PLATTENHARDT Marvin,22
4603559,12:00:00,RUDY Sebastian,6
4607121,08:45:00,ZIVKOVIC Andrija,10
4608611,08:45:00,DIOUF Mame,8
4611203,07:30:00,CACERES Martin,11
4612762,12:00:00,JIMENEZ Raul,9
4614518,09:00:00,MAHMOUD HAMDY,9
4617689,08:00:00,TAISEER ALJASSAM,21
4620527,09:11:00,POPE Nick,1
4623189,12:20:00,PEREIRA Maximiliano,22
4623509,12:00:00,DIRAR Nabil,12
4628505,06:00:00,BERNARDO SILVA,12
4635772,11:30:00,SAM MORSY,20
4639148,12:00:00,LOFTUS-CHEEK Ruben,2
4641607,10:00:00,LUNEV Andrei,18
4641919,12:00:00,AHMED ELMOHAMADY,10
4647739,08:30:00,FABIANSKI Lukasz,8
4649441,12:00:00,HECTOR Jonas,19
4649989,12:00:00,FRIDJONSSON Samuel,22
4650206,09:50:00,GUARDADO Andres,22
4655988,08:30:00,DA COSTA Manuel,17
4659844,04:30:00,TORRES Gabriel,13
4662444,11:30:00,PHILIPPE COUTINHO,16
4662931,02:00:00,RAMI Adil,5
4663072,10:00:00,MUHANNAD ASIRI,13
4663747,12:00:00,PEMBERTON Patrick,20
4665199,12:00:00,ASPAS Iago,23
4673459,04:00:00,SALCEDO Carlos,7
4674410,12:00:00,HIGUAIN Gonzalo,7
4678098,07:36:00,TAISON,7
4682138,08:30:00,FILIPE LUIS,11
4682795,05:30:00,JOAO MOUTINHO,5
4686048,07:30:00,JURIC Tomi,6
4693944,12:00:00,MEUNIER Thomas,16
4698836,08:15:00,ZHIRKOV Yury,20
4699083,12:00:00,RASHFORD Marcus,11
4702054,12:00:00,HURTADO Paolo,14
4702507,02:00:00,PAVARD Benjamin,20
4703196,12:00:00,JOHNSSON Karl-Johan,21
4705756,12:00:00,RUIDIAZ Raul,5
4706878,12:00:00,KRAMARIC Andrej,13
4709978,12:00:00,KIM Younggwon,4
4722505,04:30:00,DURMAZ Jimmy,10
4722771,07:00:00,WAGUE Moussa,2
4724295,08:00:00,HUSSAIN ALMOQAHWI,22
4727454,01:00:00,YOTUN Yoshimar,21
4730416,04:00:00,GODOY Anibal,10
4737031,06:37:00,BRADARIC Filip,6
4747373,07:30:00,NAGUEZ Hamdi,7
4748026,09:40:00,DMITROVIC Marko,0
4748572,05:00:00,PETRATOS Dimitrios,21
4754695,06:30:00,MANDZUKIC Mario,11
4759911,09:30:00,ALLI Dele,9
4762811,08:30:00,SCHMEICHEL Kasper,11
4764793,03:00:00,KANTE Ngolo,14
4765785,11:20:00,AUGUSTINSSON Ludwig,7
4771297,09:00:00,ALI ALBULAYHI,20
4772530,01:00:00,MOREIRA Leonel,2
4777220,09:00:00,LECKIE Mathew,0
4780524,11:00:00,AHMED FATHI,16
4780916,03:30:00,ABDALLA SAID,19
4787826,04:00:00,BOATENG Jerome,10
4790065,04:00:00,SAISS Romain,20
4792716,12:00:00,DIRAR Nabil,22
4793848,12:00:00,VELA Carlos,0
4796809,12:00:00,MUELLER Thomas,7
4801479,12:00:00,KOVACIC Mateo,23
4810498,10:00:00,BEN YOUSSEF Syam,11
4813960,08:00:00,RUKAVINA Antonio,7
4818298,07:00:00,LANG Michael,6
4819209,10:00:00,LUNEV Andrei,17
4820722,12:00:00,SMOLNIKOV Igor,21
4822665,12:00:00,DAVIS Eric,7
4823534,12:00:00,REUS Marco,7
4824771,05:00:00,MEUNIER Thomas,15
4825221,04:00:00,GOMEZ Gabriel,17
4825638,12:30:00,BRUNO FERNANDES,9
4827005,12:00:00,TOIVONEN Ola,12
4831084,05:00:00,NABBOUT Andrew,4
4834042,12:00:00,LINGARD Jesse,22
4834859,12:00:00,BOUHADDOUZ Aziz,12
4837487,12:00:00,SANCHEZ Carlos,18
4838850,12:00:00,JEDVAJ Tin,18
4839930,12:00:00,XHAKA Granit,7
4840176,12:00:00,VARELA Guillermo,5
4842852,12:00:00,SAM MORSY,13
4845318,12:00:00,WILLIAN,10
4848045,11:35:00,MARQUEZ Rafael,8
4850538,12:00:00,EKDAL Albin,20
4855158,12:00:00,CARRILLO Andre,1
4855423,06:00:00,BERESZYNSKI Bartosz,2
4856691,12:00:00,BETO,7
4862133,12:00:00,HAJI SAFI Ehsan,14
4868443,02:00:00,VAZQUEZ Lucas,23
4874036,02:00:00,FINNBOGASON Alfred,0
4874188,12:00:00,JOAO MOUTINHO,19
4878571,12:00:00,AHMED FATHI,4
4880726,12:00:00,BEHICH Aziz,3
4885453,09:00:00,KOSTIC Filip,21
4891555,04:00:00,MONTAZERI Pejman,3
4893558,06:30:00,MILLIGAN Mark,0
4900532,07:44:00,LUSTIG Mikael,15
4901507,12:00:00,THELIN Isaac Kiese,13
4903614,12:00:00,MONTAZERI Pejman,19
4908780,02:00:00,MUSA Ahmed,21
4909523,12:00:00,BETO,8
4910399,12:00:00,BADELJ Milan,20
4914562,12:00:00,PEREIRA Maximiliano,21
4920878,12:00:00,MUSA Ahmed,22
4935992,12:00:00,DEJAGAH Ashkan,17
4941531,12:00:00,ASPAS Iago,12
4942638,12:00:01,ABEDZADEH Amir,11
4948151,12:00:00,SARR Ismaila,14
4949126,02:00:00,GISLASON Rurik,22
4950793,01:00:00,LUNEV Andrei,4
4959026,12:00:00,RISDON Joshua,1
4959757,12:00:00,URENA Marcos,23
4963019,10:00:00,MOJICA Johan,10
4963151,12:00:00,ALI GABR,22
4965701,12:00:00,POURALIGANJI Morteza,16
4968182,12:00:00,JOVIC Luka,15
4968988,09:20:00,VELA Carlos,13
4973049,11:30:00,RODRIGUEZ Jose Luis,8
4978435,12:00:00,MBAPPE Kylian,19
4985258,10:00:00,ZHIRKOV Yury,13
4985436,08:00:00,FAHAD ALMUWALLAD,13
4987205,10:00:00,GRANAT Vladimir,1
4987749,12:00:00,STRINIC Ivan,11
4994824,12:00:00,VERMAELEN Thomas,0
5001817,12:00:00,EL KAJOUI Monir,4
5007016,08:00:00,NAVAS Keylor,0
5010126,02:00:00,BJARNASON Birkir,1
5016084,10:00:00,LANG Michael,22
5018421,12:00:00,MARQUINHOS,1
5020202,11:00:00,BACCA Carlos,3
5024449,04:30:00,RADONJIC Nemanja,12
5033947,09:00:00,BROZOVIC Marcelo,15
5039344,01:00:00,TOLISSO Corentin,17
5040502,12:30:00,STERLING Raheem,9
5043081,01:01:00,RUEDIGER Antonio,6
5043087,12:00:00,GRANQVIST Andreas,16
5043304,12:00:00,NDIAYE Khadim,0
5045071,09:00:00,CIONEK Thiago,9
5047332,03:00:00,LOYOLA Nilson,12
5051784,08:00:00,OSAKO Yuya,2
5057006,08:00:00,VERTONGHEN Jan,18
5060351,12:00:00,NDOYE Cheikh,1
5066089,12:00:00,SMOLNIKOV Igor,23
5068022,09:00:00,KAHRABA,9
5068745,07:00:00,WILLIAM,18
5072845,10:00:00,NEUER Manuel,22
5076803,09:00:00,GRUJIC Marko,9
5094925,10:30:00,LINETTY Karol,12
5098566,12:00:00,STRYGER LARSEN Jens,11
5098604,09:30:00,SHOJI Gen,6
5122008,10:00:00,CHRISTENSEN Andreas,5
5123371,03:00:00,DIER Eric,0
5123395,01:00:00,WALLACE Rodney,6
5125051,12:00:00,FELLAINI Marouane,21
5132925,12:00:00,DEJAGAH Ashkan,23
5141320,01:00:01,GALLARDO Jesus,2
5145032,08:00:00,DAVIS Eric,10
5145619,10:00:00,PIQUE Gerard,22
5149392,12:00:00,YOSHIDA Maya,4
5153721,12:00:00,SALVIO Eduardo,16
5155654,09:30:00,KOO Jacheol,15
5157075,07:00:00,GOMEZ Mario,23
5159863,07:00:00,CORZO Aldo,14
5160256,12:00:00,DIER Eric,24
5161900,12:00:00,MOREIRA Leonel,1
5163832,12:00:00,MANE Sadio,16
5176788,12:00:00,INGASON Sverrir,10
5179177,12:00:00,KOWNACKI Dawid,11
5182772,12:00:00,HONDA Keisuke,11
5193494,05:30:00,SIDIBE Djibril,13
5195490,12:00:00,EMBOLO Breel,13
5199326,07:00:00,HALLDORSSON Hannes,19
5200475,12:00:00,SHERIF EKRAMY,11
5200761,08:20:00,RICARDO QUARESMA,10
5203635,12:00:00,RODRIGUEZ Jose Luis,18
5205345,10:00:00,URENA Marcos,2
5205627,12:00:00,BERNARDO SILVA,9
5205926,12:00:00,CORNELIUS Andreas,14
5206456,12:00:00,TRIPPIER Kieran,2
5207794,12:00:00,DZEMAILI Blerim,23
5218549,12:00:00,WAGUE Moussa,8
5235880,12:00:00,ZHIRKOV Yury,18
5237477,12:00:00,SAKHO Diafra,2
5237577,12:00:00,LARSSON Sebastian,23
5237900,12:00:00,TOLISSO Corentin,2
5238869,05:00:00,LOFTUS-CHEEK Ruben,16
5242688,12:00:00,HAKIMI Achraf,2
5249996,01:00:00,DE BRUYNE Kevin,2
5252946,12:00:00,BOATENG Jerome,12
5260915,06:00:00,MACHADO Adolfo,21
5261591,12:00:00,RICARDO QUARESMA,19
5262193,12:00:00,MURILLO Oscar,2
5264731,01:30:00,TRAUCO Miguel,7
5276097,04:00:00,KIM Jinhyeon,2
5278498,12:00:00,ASENSIO Marco,23
5284153,12:00:00,KIM Younggwon,3
5286058,12:00:00,GAVRANOVIC Mario,7
5286094,12:00:00,IWOBI Alex,0
5297076,12:00:00,MESSI Lionel,2
5301992,12:00:00,OSHIMA Ryota,23
5303431,07:00:00,LERAGER Lukas,15
5308319,10:00:00,HURTADO Paolo,21
5310495,12:00:00,CHRISTENSEN Andreas,2
5311110,10:00:00,ABDULMALEK ALKHAIBRI,17
5318866,09:00:00,SEFEROVIC Haris,7
5321958,06:00:00,AGUERO Sergio,17
5333146,03:41:41,AMIRI Vahid,1
5334166,12:45:00,BEN AMOR Mohamed,22
5336879,12:00:00,KOVACIC Mateo,2
5339007,12:00:00,ROJO Marcos,3
5341982,10:00:00,MOHAMED KANNO,9
5342779,12:00:00,PEREZ Blas,15
5343002,12:00:00,MODRIC Luka,15
5343557,02:30:00,HUMMELS Mats,6
5349267,03:30:00,PISZCZEK Lukasz,16
5351251,12:00:00,CORONA Jesus,22
5352115,08:00:00,DEJAGAH Ashkan,14
5354686,12:00:00,KHEDIRA Sami,3
5355344,12:00:00,BRONN Dylan,15
5357771,12:00:00,BEIRANVAND Ali,5
5359074,02:00:00,BRAITHWAITE Martin,7
5359139,08:15:00,BODVARSSON Jon,4
5363642,07:00:00,RAMOS Sergio,15
5367554,06:00:00,LUONGO Massimo,21
5376005,11:00:00,MOHAMMED ALSAHLAWI,16
5376494,03:00:00,PEREIRA Maximiliano,8
5376603,12:00:00,SHOJAEI Masoud,2
5377355,12:00:00,SALEM ALDAWSARI,13
5380382,09:00:00,SIGURDARSON Bjorn,13
5383443,12:00:00,GASSAMA Lamine,20
5384615,03:00:00,MASCHERANO Javier,10
5389999,11:00:00,CLAESSON Viktor,19
5392159,01:00:00,MASCHERANO Javier,24
5397668,12:00:00,AMIRI Vahid,12
5399426,01:00:00,SUELE Niklas,7
5400774,11:00:00,VESTERGAARD Jannik,6
5403222,02:00:00,MUELLER Thomas,21
5415054,10:00:00,ALI GABR,9
5417176,09:00:00,TRAUSTASON Arnor,20
5417254,12:00:00,MUELLER Thomas,20
5428004,12:00:00,IDOWU Bryan,2
5430287,06:00:00,HAKIMI Achraf,18
5431033,02:30:00,KHAOUI Saifeddine,12
5432405,12:00:00,KUZIAEV Daler,8
5437517,12:00:00,CARVALLO Jose,18
5445311,12:00:00,AQUINO Pedro,4
5448067,04:24:11,SALVIO Eduardo,22
5450958,01:00:00,BENTANCUR Rodrigo,23
5451336,12:00:00,AZPILICUETA Cesar,8
5451530,02:00:00,IRVINE Jackson,0
5451966,01:00:00,ALBA Jordi,24
5454528,01:00:00,SKULASON Olafur,19
5460885,12:00:00,KANTE Ngolo,6
5470726,12:00:00,BODVARSSON Jon,11
5471737,10:00:00,SPAJIC Uros,11
5477959,12:00:00,GROSICKI Kamil,18
5482077,02:00:00,NWANKWO Simeon,12
5490383,04:00:00,AIT BENNASSER Youssef,9
5493992,12:00:00,BJARNASON Birkir,21
5494561,12:00:00,BORGES Celso,2
5495866,03:00:00,MBODJI Kara,6
5498045,12:00:00,RICARDO,4
5502416,12:00:00,MILINKOVIC-SAVIC Sergej,18
5509060,12:00:00,MOHAMMED ALSAHLAWI,18
5509327,12:00:00,SAISS Romain,21
5511919,12:00:00,DELANEY Thomas,13
5530338,03:00:00,BEIRANVAND Ali,0
5531204,03:00:00,CARRILLO Andre,3
5533491,12:00:00,REUS Marco,24
5543448,12:00:00,WILLIAN,13
5543927,06:30:00,ZOBNIN Roman,18
5544376,10:00:00,PERALTA Oribe,17
5544729,12:00:00,CALVO Francisco,0
5546835,03:00:07,JANSSON Pontus,15
5550920,12:00:00,KIM Shinwook,0
5553328,10:30:00,PRIJOVIC Aleksandar,17
5553553,08:00:00,IGNASHEVICH Sergey,0
5556827,12:00:00,NABBOUT Andrew,0
5558385,05:00:40,ALEXANDER-ARNOLD Trent,23
5563629,03:10:43,NZONZI Steven,19
5567236,08:00:41,MIRANDA,14
5567654,06:00:20,NDIAYE Alfred,16
5574319,05:24:00,UZOHO Francis,17
5574993,05:24:00,AMRABAT Sofyan,11
5576199,05:00:00,MIRANDA,24
5583823,12:30:00,XHAKA Granit,19
5591412,07:00:00,BARCENAS Edgar,20
5595879,12:00:00,ACOSTA Johnny,20
5598436,07:49:51,HARIT Amine,11
5600660,10:00:00,DIRAR Nabil,1
5601561,02:00:00,KVIST William,11
5604978,10:30:00,ADRIEN SILVA,21
5607613,12:00:00,ALEXANDER-ARNOLD Trent,20
5609060,02:20:00,WASTON Kendall,10
5614419,05:30:00,SILVA David,24
5615008,08:00:00,SON Heungmin,18
5616586,04:00:00,VELA Carlos,23
5624433,11:30:00,COLINDRES Daniel,23
5626475,09:55:00,SCHRAM Frederik,11
5627542,09:21:00,THIAGO SILVA,21
5632584,12:00:00,BELHANDA Younes,21
5633116,07:00:00,AZOFEIFA Randall,23
5637290,09:45:00,GODOY Anibal,6
5639067,12:00:00,BENTANCUR Rodrigo,22
5644040,02:00:00,MOJICA Johan,7
5645695,07:30:00,BRAITHWAITE Martin,9
5650862,09:00:00,GRANAT Vladimir,6
5652477,09:00:00,MATUIDI Blaise,7
5657248,09:00:00,FELLAINI Marouane,17
5658388,07:00:00,HADDADI Oussama,6
5658988,11:00:00,POURALIGANJI Morteza,24
5662173,10:00:00,ECHIEJILE Elderson,14
